Date,Payment_Mode,Volume,Value,ATS,MoM,YoY,log_volume,log_value,is_covid_shock,is_policy_change,is_festive_month,is_fy_end,MoM_Anomaly
2021-02-01,IMPS,318973000.0,2752303700000.0,8628.641609164411,-7.958113068168704,28.723125098346337,19.580617017668562,28.64345938601551,0,0,0,0,0
2021-03-01,IMPS,363144000.0,3272360700000.0,9011.193080430903,13.847880541613232,67.48403438923962,19.710310007781654,28.816532766979552,0,0,0,1,0
2021-04-01,IMPS,322968000.0,2995423400000.0005,9274.675509648016,-11.063379816271235,163.70206565556654,19.593063805071623,28.72810670645256,0,0,0,0,0
2021-05-01,IMPS,279861000.0,2662894400000.0,9515.060690842955,-13.34714275098462,67.90317379061102,19.449803609300638,28.61043476744911,0,0,0,0,0
2021-06-01,IMPS,303845000.0,2841107900000.0,9350.517204495713,8.569968663014848,52.7533360877146,19.53202826092234,28.675215197664045,0,0,0,0,0
2021-07-01,IMPS,352464000.0,3113103820212.4004,8832.402231752463,16.001250637660647,58.696797374144,19.68045904734164,28.76664135736592,0,0,0,0,0
2021-08-01,IMPS,379711937.0,3202030432135.0,8432.788438081156,7.7307007240455805,54.27614389340669,19.75492346268522,28.79480623456003,0,0,0,0,0
2021-09-01,IMPS,384883571.0,3240959655766.6,8420.623533880587,1.361988785725221,37.65112979600011,19.768451433529016,28.806890591928592,0,0,0,0,0
2021-10-01,IMPS,430671000.0,3707124800000.0,8607.788311727514,11.896436338146522,35.018434219931535,19.880855015507596,28.941277705567682,0,0,1,0,0
2021-11-01,IMPS,412029000.0,3646720000000.0,8850.63915404013,-4.328594216931259,21.501665860796738,19.83660429318617,28.924849249375846,0,0,1,0,0
2021-12-01,IMPS,442985999.99999994,3964114300000.0,8948.622078350107,7.513306102240369,24.541564669735294,19.90904872480123,29.00830356649118,0,0,0,0,0
2022-01-01,IMPS,440172999.99999994,3870067500000.0,8792.151040613579,-0.6350087813158933,27.014993420900744,19.902678389419048,28.984293064678596,0,0,0,0,0
2022-02-01,IMPS,420931000.00000006,3844040400000.0,9132.23402410371,-4.371463038396239,31.964460941835227,19.857979482727387,28.977545116866903,0,0,0,0,0
2022-03-01,IMPS,492001000.0,4622788100000.0,9395.891675016921,16.884002366183502,35.48371995682154,20.01399130697484,29.162019123846928,0,0,0,1,0
2022-04-01,IMPS,471626000.0,4446699000000.0,9428.443300411767,-4.14125174542328,46.02870872656115,19.97169685657515,29.123183139085796,0,0,0,0,0
2022-05-01,IMPS,484813000.0,4523281200000.0,9329.950310738368,2.796071463405325,73.23349805796448,19.999273807541375,29.14025877561707,0,0,0,0,0
2022-06-01,IMPS,455701000.0,4437760400000.0,9738.316132727381,-6.004789475529737,49.97811384093864,19.93734745065786,29.12117095069852,0,0,0,0,0
2022-07-01,IMPS,460830000.0,4445409500000.0,9646.528003819196,1.1255187063447414,30.745267601797632,19.948539769393438,29.12289310663533,0,0,0,0,0
2022-08-01,IMPS,466909000.0,4459889900000.0,9551.946739086203,1.3191415489443026,22.964003630994622,19.961644935831632,29.12614519555716,0,0,0,0,0
